id_trx;no_invoice;total_berat;ongkos_kirim;total_harga;total_harga_beli;kode_user;alamat_penerima;tgl_kirim;id_ekspedisi;jenis_pengiriman;tgl_trx
1742;INV-100001742;350;21000;935000;850000;50334;Jalan K No. 26, Kel Panularan, Kec Laweyan, Kab Kota Surakarta Jawa Tengah, 57149;23/06/2019 14.53;3;REG;22/06/2019 06.40
1744;INV-100001744;210;21000;1034000;940000;105799;Jalan C No. 77, Kel Kebandaran, Kec Bodeh, Kab Kabupaten Pemalang Jawa Tengah, 52365;23/06/2019 11.43;3;REG;22/06/2019 10.02
1746;INV-100001746;5280;162000;2442000;2220000;208324;Jalan K No. 52, Kel Ngagel, Kec Wonokromo, Kab Kota Surabaya Jawa Timur, 60246;23/06/2019 10.30;6;REG;22/06/2019 15.59
1748;INV-100001748;2960;81000;2585000;2390000;263462;Jalan N No. 63, Kel Tanjung, Kec Saronggi, Kab Kabupaten Sumenep Jawa Timur, 69467;23/06/2019 14.28;5;REG;22/06/2019 02.19
1750;INV-100001750;1030;42000;3256000;3000000;192480;Jalan B No. 50, Kel Puspasari, Kec Citeureup, Kab Kabupaten Bogor Jawa Barat, 16810;25/06/2019 15.43;5;REG;24/06/2019 09.52
1752;INV-100001752;1200;54000;4427500;4350000;45908;Jalan A No. 70, Kel Plandaan, Kec Plandaan, Kab Kabupaten Jombang Jawa Timur, 61456;25/06/2019 10.21;4;REG;24/06/2019 00.01
1754;INV-100001754;597;21000;3058000;2780000;253545;Jalan P No. 104, Kel Purwajaya, Kec Peundeuy, Kab Kabupaten Garut Jawa Barat, 44178;25/06/2019 10.25;3;REG;24/06/2019 07.11
1756;INV-100001756;5032;126000;1265000;1150000;90791;Jalan Q No. 44, Kel Mendala, Kec Jeruklegi, Kab Kabupaten Cilacap Jawa Tengah, 53252;25/06/2019 13.48;2;REG;24/06/2019 04.55
1758;INV-100001758;1650;42000;5486250;5375000;15452;Jalan O No. 81, Kel Ngaran, Kec Kaligesing, Kab Kabupaten Purworejo Jawa Tengah, 54175;25/06/2019 14.43;1;REG;24/06/2019 14.00
1760;INV-100001760;3100;84000;1608750;1625000;255222;Jalan Y No. 145, Kel Somagede, Kec Sempor, Kab Kabupaten Kebumen Jawa Tengah, 54421;25/06/2019 14.50;3;REG;24/06/2019 18.21
1762;INV-100001762;1450;54000;3135000;2850000;6858;Jalan V No. 95, Kel Pencol, Kec Kartoharjo (Kertoharjo), Kab Kabupaten Magetan Jawa Timur, 63395;25/06/2019 13.22;2;REG;24/06/2019 03.22
1764;INV-100001764;477;21000;3811500;3790000;245817;Jalan J No. 61, Kel Sumogawe, Kec Getasan, Kab Kabupaten Semarang Jawa Tengah, 50774;26/06/2019 14.32;4;REG;25/06/2019 03.59
1766;INV-100001766;1742;30000;4908750;4905000;227667;Jalan P No. 73, Kel Cimuncang, Kec Serang, Kab Kota Serang Banten, 42111;26/06/2019 16.27;2;REG;25/06/2019 18.49
1768;INV-100001768;2350;63000;4867500;4425000;262420;Jalan R No. 93, Kel Banaran, Kec Kalijambe, Kab Kabupaten Sragen Jawa Tengah, 57275;26/06/2019 09.27;6;REG;25/06/2019 19.25
1770;INV-100001770;150;15000;1056000;1040000;184127;Jalan Y No. 66, Kel Merak, Kec Sukamulya, Kab Kabupaten Tangerang Banten, 15610;26/06/2019 16.04;2;REG;25/06/2019 09.45
1772;INV-100001772;770;27000;2365000;2150000;80825;Jalan U No. 147, Kel Pangereman, Kec Batumarmar, Kab Kabupaten Pamekasan Jawa Timur, 69354;26/06/2019 11.59;1;REG;25/06/2019 23.08
1774;INV-100001774;87;21000;360250;327500;230005;Jalan I No. 68, Kel Babakan, Kec Ciwaringin, Kab Kabupaten Cirebon Jawa Barat, 45167;26/06/2019 14.39;4;REG;25/06/2019 22.30
1776;INV-100001776;1458;42000;2805000;2590000;187186;Jalan Q No. 71, Kel Pedak, Kec Sulang, Kab Kabupaten Rembang Jawa Tengah, 59254;26/06/2019 15.28;4;REG;25/06/2019 06.46
1778;INV-100001778;1560;42000;2169750;2010000;159523;Jalan B No. 149, Kel Kebulusan, Kec Pejagoan, Kab Kabupaten Kebumen Jawa Tengah, 54361;27/06/2019 09.32;3;REG;26/06/2019 02.49
1780;INV-100001780;592;27000;726000;700000;111182;Jalan H No. 121, Kel Dadaplangu, Kec Ponggok, Kab Kabupaten Blitar Jawa Timur, 66153;27/06/2019 10.18;2;REG;26/06/2019 08.25
1782;INV-100001782;3660;108000;1270500;1230000;143447;Jalan Z No. 65, Kel Ngarum, Kec Grabagan, Kab Kabupaten Tuban Jawa Timur, 62371;27/06/2019 11.29;4;REG;26/06/2019 18.04
1784;INV-100001784;2430;81000;484000;440000;173912;Jalan Z No. 33, Kel Kendalrejo, Kec Tegaldlimo, Kab Kabupaten Banyuwangi Jawa Timur, 68484;27/06/2019 14.48;4;REG;26/06/2019 09.03
1786;INV-100001786;2035;81000;3993000;3630000;221452;Jalan V No. 30, Kel Pangongsean, Kec Torjun, Kab Kabupaten Sampang Jawa Timur, 69271;27/06/2019 16.01;3;REG;26/06/2019 05.35
1788;INV-100001788;2907;63000;1265000;1200000;115936;Jalan F No. 148, Kel Pucung, Kec Bancak, Kab Kabupaten Semarang Jawa Tengah, 50182;27/06/2019 12.09;2;REG;26/06/2019 00.48
1790;INV-100001790;1349;42000;2971375;2702500;199030;Jalan T No. 116, Kel Cungkup, Kec Kunduran, Kab Kabupaten Blora Jawa Tengah, 58255;27/06/2019 14.26;2;REG;26/06/2019 11.19
1792;INV-100001792;707;27000;3547500;3550000;50432;Jalan U No. 116, Kel Cepokomulyo, Kec Kepanjen, Kab Kabupaten Malang Jawa Timur, 65163;28/06/2019 12.04;3;REG;27/06/2019 17.33
1794;INV-100001794;6233;147000;2871000;2650000;148220;Jalan I No. 105, Kel Bumisari, Kec Bojongsari, Kab Kabupaten Purbalingga Jawa Tengah, 53362;28/06/2019 09.38;4;REG;27/06/2019 11.40
1796;INV-100001796;1972;54000;2675750;2455000;246433;Jalan B No. 105, Kel Wates, Kec Panekan, Kab Kabupaten Magetan Jawa Timur, 63352;28/06/2019 10.28;6;REG;27/06/2019 23.20
1798;INV-100001798;2980;63000;2722500;2725000;234643;Jalan Z No. 117, Kel Tanjungsari Timur, Kec Cikaum, Kab Kabupaten Subang Jawa Barat, 41253;28/06/2019 09.59;1;REG;27/06/2019 19.08
1800;INV-100001800;8103;243000;2261325;2257500;225355;Jalan I No. 72, Kel Sewor, Kec Sukorame, Kab Kabupaten Lamongan Jawa Timur, 62276;28/06/2019 13.10;3;REG;27/06/2019 17.20
1802;INV-100001802;162;21000;352275;322500;77199;Jalan L No. 61, Kel Keponggok, Kec Purwodadi, Kab Kabupaten Purworejo Jawa Tengah, 54173;29/06/2019 12.18;3;REG;28/06/2019 02.01
1804;INV-100001804;7085;216000;1518000;1380000;115925;Jalan Z No. 122, Kel Umbulrejo, Kec Umbulsari, Kab Kabupaten Jember Jawa Timur, 68166;29/06/2019 14.06;4;REG;28/06/2019 20.22
1806;INV-100001806;4357;105000;5989500;5590000;163913;Jalan P No. 42, Kel Karangturi, Kec Mrebet, Kab Kabupaten Purbalingga Jawa Tengah, 53352;29/06/2019 15.02;4;REG;28/06/2019 03.11
1808;INV-100001808;285;27000;1155000;1140000;143203;Jalan P No. 113, Kel Gunung Rancak, Kec Robatal, Kab Kabupaten Sampang Jawa Timur, 69254;29/06/2019 14.45;4;REG;28/06/2019 01.56
1810;INV-100001810;1523;42000;1237500;1125000;228148;Jalan T No. 131, Kel Gedong, Kec Banyubiru, Kab Kabupaten Semarang Jawa Tengah, 50664;30/06/2019 12.27;2;REG;29/06/2019 06.22
1812;INV-100001812;1552;54000;1650000;1500000;131571;Jalan N No. 108, Kel Jatidowo, Kec Rejotangan, Kab Kabupaten Tulungagung Jawa Timur, 66293;30/06/2019 12.17;3;REG;29/06/2019 04.59
1814;INV-100001814;1450;42000;4290000;3900000;97229;Jalan X No. 43, Kel Tengah, Kec Cibinong, Kab Kabupaten Bogor Jawa Barat, 16914;30/06/2019 13.44;6;REG;29/06/2019 20.02
1816;INV-100001816;44;21000;60500;55000;159871;Jalan K No. 121, Kel Wegil, Kec Sukolilo, Kab Kabupaten Pati Jawa Tengah, 59172;30/06/2019 10.57;3;REG;29/06/2019 02.50
1818;INV-100001818;167;21000;569250;525000;127576;Jalan H No. 124, Kel Serang, Kec Karangreja, Kab Kabupaten Purbalingga Jawa Tengah, 53357;30/06/2019 10.47;2;REG;29/06/2019 23.37
1820;INV-100001820;955;27000;1386000;1260000;227883;Jalan B No. 24, Kel Poka'an, Kec Kapongan, Kab Kabupaten Situbondo Jawa Timur, 68362;30/06/2019 12.08;2;REG;29/06/2019 12.10
1822;INV-100001822;693;27000;2233550;2110500;16678;Jalan J No. 65, Kel Kranggan, Kec Gurah, Kab Kabupaten Kediri Jawa Timur, 64181;02/07/2019 15.59;4;REG;01/07/2019 00.11
1824;INV-100001824;1070;54000;3806000;3460000;213604;Jalan N No. 34, Kel Banyulegi, Kec Dawar Blandong, Kab Kabupaten Mojokerto Jawa Timur, 61354;02/07/2019 11.33;5;REG;01/07/2019 03.42
1826;INV-100001826;1030;54000;1760000;1600000;30765;Jalan B No. 131, Kel Kepung, Kec Kepung, Kab Kabupaten Kediri Jawa Timur, 64293;02/07/2019 15.28;6;REG;01/07/2019 00.31
1828;INV-100001828;440;21000;3832950;3832000;227481;Jalan H No. 76, Kel Sidorejo, Kec Pulokulon, Kab Kabupaten Grobogan Jawa Tengah, 58181;02/07/2019 12.14;5;REG;01/07/2019 04.41
1830;INV-100001830;1400;42000;3795000;3450000;263099;Jalan L No. 76, Kel Pekandangan, Kec Banjarmangu, Kab Kabupaten Banjarnegara Jawa Tengah, 53452;02/07/2019 15.19;6;REG;01/07/2019 11.38
1832;INV-100001832;1503;42000;1402500;1275000;224489;Jalan M No. 92, Kel Kertasari, Kec Sindangbarang, Kab Kabupaten Cianjur Jawa Barat, 43272;03/07/2019 14.55;1;REG;02/07/2019 10.35
1834;INV-100001834;4732;105000;7991500;7630000;190150;Jalan C No. 124, Kel Gesikan, Kec Sedan, Kab Kabupaten Rembang Jawa Tengah, 59264;03/07/2019 11.35;6;REG;02/07/2019 17.07
1836;INV-100001836;4330;135000;4589750;4325000;6569;Jalan P No. 59, Kel Jemirahan, Kec Jabon, Kab Kabupaten Sidoarjo Jawa Timur, 61276;03/07/2019 10.34;5;REG;02/07/2019 14.55
1838;INV-100001838;2572;63000;3679775;3672500;53752;Jalan R No. 90, Kel Kalisegoro, Kec Gunungpati, Kab Kota Semarang Jawa Tengah, 50229;03/07/2019 14.02;6;REG;02/07/2019 09.49
1840;INV-100001840;3802;108000;1657150;1584000;121642;Jalan L No. 46, Kel Karpote, Kec Blega, Kab Kabupaten Bangkalan Jawa Timur, 69174;03/07/2019 15.41;3;REG;02/07/2019 01.05
1842;INV-100001842;4900;105000;3564000;3280000;247144;Jalan H No. 106, Kel Dlimas, Kec Ceper, Kab Kabupaten Klaten Jawa Tengah, 57465;03/07/2019 10.13;5;REG;02/07/2019 19.30
1844;INV-100001844;1853;54000;4167075;3902500;256296;Jalan J No. 56, Kel Tamansare, Kec Dungkek, Kab Kabupaten Sumenep Jawa Timur, 69474;04/07/2019 15.36;3;REG;03/07/2019 11.15
1846;INV-100001846;2409;63000;743600;748500;178225;Jalan Q No. 110, Kel Langenharjo, Kec Margorejo, Kab Kabupaten Pati Jawa Tengah, 59163;04/07/2019 10.57;2;REG;03/07/2019 22.08
1848;INV-100001848;832;27000;968000;880000;71118;Jalan T No. 32, Kel Padi, Kec Tulakan, Kab Kabupaten Pacitan Jawa Timur, 63571;04/07/2019 11.29;6;REG;03/07/2019 22.29
1850;INV-100001850;5530;126000;5137000;5120000;124982;Jalan O No. 55, Kel Makamhaji, Kec Kartasura, Kab Kabupaten Sukoharjo Jawa Tengah, 57161;04/07/2019 10.40;4;REG;03/07/2019 19.26
1852;INV-100001852;6572;147000;7527300;7168000;155280;Jalan Z No. 109, Kel Sukajaya, Kec Cugenang, Kab Kabupaten Cianjur Jawa Barat, 43252;05/07/2019 16.03;3;REG;04/07/2019 09.55
1854;INV-100001854;570;21000;1837000;1670000;130246;Jalan Q No. 120, Kel Sedong Lor, Kec Sedong, Kab Kabupaten Cirebon Jawa Barat, 45189;05/07/2019 11.37;3;REG;04/07/2019 18.31
1856;INV-100001856;2002;63000;5406500;5290000;159166;Jalan D No. 60, Kel Tirtoadi, Kec Mlati, Kab Kabupaten Sleman DI Yogyakarta, 55287;05/07/2019 11.08;5;REG;04/07/2019 11.52
1858;INV-100001858;505;21000;2227500;2190000;21399;Jalan P No. 88, Kel Sembung, Kec Banyuputih, Kab Kabupaten Batang Jawa Tengah, 51271;05/07/2019 12.21;4;REG;04/07/2019 13.43
1860;INV-100001860;2372;63000;4259750;3895000;216883;Jalan U No. 65, Kel Sidoharjo, Kec Puring, Kab Kabupaten Kebumen Jawa Tengah, 54383;05/07/2019 15.27;5;REG;04/07/2019 15.38
1862;INV-100001862;1387;42000;4650250;4602500;163590;Jalan Z No. 118, Kel Sindanglaya, Kec Karangpawitan, Kab Kabupaten Garut Jawa Barat, 44182;05/07/2019 12.49;3;REG;04/07/2019 19.38
1864;INV-100001864;988;6000;6551050;6300500;102649;Jalan T No. 123, Kel Cakung Barat, Kec Cakung, Kab Kota Jakarta Timur DKI Jakarta, 13910;06/07/2019 09.55;4;REG;05/07/2019 09.27
1866;INV-100001866;930;21000;1289750;1285000;169005;Jalan T No. 41, Kel Cisempur, Kec Jatinangor, Kab Kabupaten Sumedang Jawa Barat, 45363;06/07/2019 09.33;6;REG;05/07/2019 19.48
1868;INV-100001868;1635;42000;5511000;5010000;234930;Jalan Y No. 143, Kel Wonosari, Kec Kebumen, Kab Kabupaten Kebumen Jawa Tengah, 54317;06/07/2019 10.44;1;REG;05/07/2019 05.57
1870;INV-100001870;923;21000;781550;710500;17093;Jalan E No. 123, Kel Sendangijo, Kec Selogiri, Kab Kabupaten Wonogiri Jawa Tengah, 57652;06/07/2019 15.43;4;REG;05/07/2019 18.11
1872;INV-100001872;1482;54000;3899500;3870000;187017;Jalan A No. 86, Kel Tugu (Tugurejo), Kec Mlarak, Kab Kabupaten Ponorogo Jawa Timur, 63472;06/07/2019 10.09;6;REG;05/07/2019 19.26
1874;INV-100001874;9500;270000;10505000;10500000;68897;Jalan B No. 31, Kel Jenangan, Kec Jenangan, Kab Kabupaten Ponorogo Jawa Timur, 63492;06/07/2019 14.58;4;REG;05/07/2019 07.05
1876;INV-100001876;1617;54000;3440250;3135000;228020;Jalan Y No. 107, Kel Balongjeruk (Balung Jeruk), Kec Kunjang, Kab Kabupaten Kediri Jawa Timur, 64156;07/07/2019 15.34;3;REG;06/07/2019 11.50
1878;INV-100001878;670;21000;1102750;1025000;253586;Jalan B No. 105, Kel Genuksari, Kec Genuk, Kab Kota Semarang Jawa Tengah, 50231;07/07/2019 14.08;5;REG;06/07/2019 10.14
1880;INV-100001880;103;21000;193325;177500;231532;Jalan Y No. 32, Kel Plumbon, Kec Mojolaban, Kab Kabupaten Sukoharjo Jawa Tengah, 57554;07/07/2019 10.46;5;REG;06/07/2019 17.11
1882;INV-100001882;1675;42000;2376000;2200000;195840;Jalan K No. 149, Kel Wotgali, Kec Plered, Kab Kabupaten Cirebon Jawa Barat, 45154;07/07/2019 13.58;2;REG;06/07/2019 13.24
1884;INV-100001884;8600;189000;7727500;7400000;189482;Jalan R No. 21, Kel Cikancra, Kec Cikalong, Kab Kabupaten Tasikmalaya Jawa Barat, 46195;07/07/2019 14.53;2;REG;06/07/2019 19.10
1886;INV-100001886;1010;42000;4166250;3865000;183075;Jalan W No. 113, Kel Donorejo, Kec Karang Tengah, Kab Kabupaten Demak Jawa Tengah, 59561;07/07/2019 09.59;1;REG;06/07/2019 06.27
1888;INV-100001888;1470;42000;5065500;4605000;42889;Jalan T No. 89, Kel Citalang, Kec Tegal Waru, Kab Kabupaten Purwakarta Jawa Barat, 41165;09/07/2019 13.24;1;REG;08/07/2019 15.36
1890;INV-100001890;3570;108000;940500;930000;143195;Jalan T No. 26, Kel Wonotengah, Kec Purwoasri, Kab Kabupaten Kediri Jawa Timur, 64154;09/07/2019 09.42;3;REG;08/07/2019 23.53
1892;INV-100001892;1685;42000;3830750;3725000;93388;Jalan H No. 148, Kel Karang Anyar, Kec Geyer, Kab Kabupaten Grobogan Jawa Tengah, 58172;09/07/2019 12.55;5;REG;08/07/2019 18.13
1894;INV-100001894;1622;42000;2953500;2830000;124698;Jalan S No. 135, Kel Cikeusal, Kec Cimahi, Kab Kabupaten Kuningan Jawa Barat, 45582;09/07/2019 15.26;4;REG;08/07/2019 00.33
1896;INV-100001896;152;15000;371800;338000;131798;Jalan O No. 119, Kel Kadugadung, Kec Cipeucang, Kab Kabupaten Pandeglang Banten, 42272;09/07/2019 16.08;4;REG;08/07/2019 19.43
1898;INV-100001898;1953;42000;6314000;5740000;164928;Jalan T No. 81, Kel Jatingarang, Kec Weru, Kab Kabupaten Sukoharjo Jawa Tengah, 57562;10/07/2019 15.47;1;REG;09/07/2019 11.37
1900;INV-100001900;1273;54000;3036000;2760000;97889;Jalan Q No. 140, Kel Tanjung Glugur, Kec Mangaran, Kab Kabupaten Situbondo Jawa Timur, 68363;10/07/2019 10.43;1;REG;09/07/2019 00.22
1902;INV-100001902;4779;105000;1204775;1171500;193770;Jalan S No. 147, Kel Pasawahan, Kec Tarogong Kaler, Kab Kabupaten Garut Jawa Barat, 44151;10/07/2019 15.12;3;REG;09/07/2019 15.48
1904;INV-100001904;832;21000;1947000;1915000;140388;Jalan P No. 76, Kel Neglasari, Kec Cidaun, Kab Kabupaten Cianjur Jawa Barat, 43275;10/07/2019 12.21;1;REG;09/07/2019 16.16
1906;INV-100001906;1352;42000;2607000;2370000;261976;Jalan P No. 53, Kel Jenawi, Kec Jenawi, Kab Kabupaten Karanganyar Jawa Tengah, 57794;10/07/2019 12.36;4;REG;09/07/2019 10.39
1908;INV-100001908;5752;90000;2156000;2085000;173173;Jalan A No. 144, Kel Jurumudi Baru, Kec Benda, Kab Kota Tangerang Banten, 15124;10/07/2019 13.22;1;REG;09/07/2019 15.14
1910;INV-100001910;730;21000;3569500;3570000;196273;Jalan N No. 111, Kel Danalampah, Kec Pancalang, Kab Kabupaten Kuningan Jawa Barat, 45557;11/07/2019 13.57;2;REG;10/07/2019 13.36
1912;INV-100001912;4507;105000;1655500;1505000;29581;Jalan F No. 22, Kel Cikancra, Kec Cikalong, Kab Kabupaten Tasikmalaya Jawa Barat, 46195;11/07/2019 12.25;2;REG;10/07/2019 04.27
1914;INV-100001914;10230;297000;6869500;6370000;114467;Jalan B No. 58, Kel Kuwurejo, Kec Bluluk, Kab Kabupaten Lamongan Jawa Timur, 62274;11/07/2019 09.28;3;REG;10/07/2019 09.28
1916;INV-100001916;1097;42000;5363875;4877500;198728;Jalan Z No. 146, Kel Kenteng, Kec Nogosari, Kab Kabupaten Boyolali Jawa Tengah, 57378;11/07/2019 10.04;3;REG;10/07/2019 18.03
1918;INV-100001918;5255;162000;4163500;4110000;150666;Jalan V No. 110, Kel Wonoboyo, Kec Klabang, Kab Kabupaten Bondowoso Jawa Timur, 68284;11/07/2019 14.52;4;REG;10/07/2019 09.26
1920;INV-100001920;1080;30000;3036000;2760000;224237;Jalan T No. 88, Kel Sukanagara, Kec Carita, Kab Kabupaten Pandeglang Banten, 42264;11/07/2019 11.41;3;REG;10/07/2019 07.03
1922;INV-100001922;2680;63000;2827000;2570000;189947;Jalan H No. 112, Kel Pasucen, Kec Gunem, Kab Kabupaten Rembang Jawa Tengah, 59263;12/07/2019 09.27;3;REG;11/07/2019 22.28
1924;INV-100001924;3580;108000;3781250;3475000;38829;Jalan R No. 92, Kel Leran, Kec Senori, Kab Kabupaten Tuban Jawa Timur, 62365;12/07/2019 09.50;2;REG;11/07/2019 18.49
1926;INV-100001926;3272;84000;1985500;1880000;39175;Jalan P No. 141, Kel Suru, Kec Geyer, Kab Kabupaten Grobogan Jawa Tengah, 58172;12/07/2019 15.00;4;REG;11/07/2019 12.11
1928;INV-100001928;1474;54000;3496350;3403500;192959;Jalan I No. 20, Kel Duren, Kec Tugu, Kab Kabupaten Trenggalek Jawa Timur, 66352;12/07/2019 13.06;4;REG;11/07/2019 12.03
1930;INV-100001930;5880;126000;1155000;1050000;58615;Jalan W No. 110, Kel Rangkapanjaya Baru, Kec Pancoran Mas, Kab Kota Depok Jawa Barat, 16434;12/07/2019 14.19;1;REG;11/07/2019 12.51
1932;INV-100001932;1455;54000;4532000;4560000;85256;Jalan Z No. 120, Kel Dekatagung, Kec Sangkapura, Kab Kabupaten Gresik Jawa Timur, 61181;12/07/2019 13.19;5;REG;11/07/2019 04.38
1934;INV-100001934;5140;126000;3905000;3550000;237696;Jalan Q No. 54, Kel Adinuso, Kec Subah, Kab Kabupaten Batang Jawa Tengah, 51262;13/07/2019 12.26;5;REG;12/07/2019 00.41
1936;INV-100001936;3205;84000;4147000;3770000;120197;Jalan X No. 22, Kel Geyer, Kec Geyer, Kab Kabupaten Grobogan Jawa Tengah, 58172;13/07/2019 15.26;6;REG;12/07/2019 16.49
1938;INV-100001938;1700;42000;6655000;6050000;185882;Jalan C No. 47, Kel Karangbener, Kec Bae, Kab Kabupaten Kudus Jawa Tengah, 59323;13/07/2019 15.07;3;REG;12/07/2019 03.57
1940;INV-100001940;1497;42000;2640000;2600000;68892;Jalan F No. 28, Kel Socokangsi, Kec Jatinom, Kab Kabupaten Klaten Jawa Tengah, 57481;13/07/2019 16.08;5;REG;12/07/2019 06.43
1942;INV-100001942;7730;216000;3613500;3400000;18195;Jalan Y No. 118, Kel Ketegan, Kec Rejoso, Kab Kabupaten Pasuruan Jawa Timur, 67181;13/07/2019 09.47;5;REG;12/07/2019 04.38
1944;INV-100001944;87;27000;363000;330000;34891;Jalan O No. 85, Kel Galih, Kec Pasrepan, Kab Kabupaten Pasuruan Jawa Timur, 67175;14/07/2019 12.16;5;REG;13/07/2019 10.34
1946;INV-100001946;1752;54000;6638500;6360000;104963;Jalan O No. 150, Kel Nambaan, Kec Ringinrejo, Kab Kabupaten Kediri Jawa Timur, 64176;14/07/2019 13.38;5;REG;13/07/2019 19.04
1948;INV-100001948;4453;105000;1351900;1229000;131396;Jalan Q No. 102, Kel Tambongwetan, Kec Kalikotes, Kab Kabupaten Klaten Jawa Tengah, 57451;14/07/2019 15.17;2;REG;13/07/2019 08.14
1950;INV-100001950;3747;84000;1100275;1002500;15552;Jalan G No. 54, Kel Kandang Panjang, Kec Pekalongan Utara, Kab Kota Pekalongan Jawa Tengah, 51149;14/07/2019 09.14;6;REG;13/07/2019 13.21
1952;INV-100001952;8100;189000;4950000;4500000;112832;Jalan N No. 147, Kel Sembawa, Kec Jalaksana, Kab Kabupaten Kuningan Jawa Barat, 45554;14/07/2019 11.50;4;REG;13/07/2019 01.14
1954;INV-100001954;300;21000;1278750;1275000;53673;Jalan O No. 77, Kel Ngaliyan, Kec Bejen, Kab Kabupaten Temanggung Jawa Tengah, 56258;14/07/2019 13.59;6;REG;13/07/2019 01.33
1956;INV-100001956;1873;54000;2211550;2010500;248401;Jalan V No. 51, Kel Kedukbembem, Kec Mantup, Kab Kabupaten Lamongan Jawa Timur, 62283;16/07/2019 09.02;3;REG;15/07/2019 04.20
1958;INV-100001958;537;27000;264000;240000;123659;Jalan S No. 64, Kel Sobontoro, Kec Balen, Kab Kabupaten Bojonegoro Jawa Timur, 62182;16/07/2019 13.32;1;REG;15/07/2019 02.38
1960;INV-100001960;300;21000;2501400;2274000;261994;Jalan J No. 67, Kel Beji, Kec Patuk, Kab Kabupaten Gunung Kidul DI Yogyakarta, 55862;16/07/2019 10.24;3;REG;15/07/2019 22.09
1962;INV-100001962;4072;135000;944900;859000;41545;Jalan Q No. 148, Kel Bunutwetan, Kec Pakis, Kab Kabupaten Malang Jawa Timur, 65154;16/07/2019 14.40;3;REG;15/07/2019 19.51
1964;INV-100001964;2230;63000;7837500;7125000;256805;Jalan Q No. 87, Kel Burangkeng, Kec Setu, Kab Kabupaten Bekasi Jawa Barat, 17320;16/07/2019 09.29;3;REG;15/07/2019 09.47
1966;INV-100001966;4220;135000;1497375;1437500;43887;Jalan R No. 24, Kel Sukoanyar, Kec Kesamben, Kab Kabupaten Blitar Jawa Timur, 66191;16/07/2019 16.36;1;REG;15/07/2019 11.55
1968;INV-100001968;4757;75000;1944250;1767500;136684;Jalan T No. 52, Kel Tegalongok, Kec Koroncong, Kab Kabupaten Pandeglang Banten, 42251;16/07/2019 12.00;1;REG;15/07/2019 08.28
1970;INV-100001970;1055;30000;2215950;2052000;259443;Jalan X No. 66, Kel Karang Anyar, Kec Neglasari, Kab Kota Tangerang Banten, 15121;16/07/2019 12.55;3;REG;15/07/2019 14.15
1972;INV-100001972;1793;42000;5709000;5190000;146775;Jalan T No. 29, Kel Kedungjaya, Kec Kedawung, Kab Kabupaten Cirebon Jawa Barat, 45153;17/07/2019 11.16;4;REG;16/07/2019 11.08
1974;INV-100001974;539;21000;411125;397500;129128;Jalan Y No. 128, Kel Cibentang, Kec Bantarkawung, Kab Kabupaten Brebes Jawa Tengah, 52274;17/07/2019 12.58;3;REG;16/07/2019 02.37
1976;INV-100001976;522;21000;2869900;2609000;62858;Jalan Z No. 69, Kel Hegarmanah, Kec Cidolog, Kab Kabupaten Ciamis Jawa Barat, 46352;17/07/2019 15.53;1;REG;16/07/2019 18.48
1978;INV-100001978;1823;30000;2312200;2102000;187656;Jalan Y No. 96, Kel Citaman, Kec Jiput, Kab Kabupaten Pandeglang Banten, 42263;17/07/2019 16.36;3;REG;16/07/2019 19.22
1980;INV-100001980;220;21000;660000;600000;75299;Jalan Q No. 28, Kel Sokogelap, Kec Kemiri, Kab Kabupaten Purworejo Jawa Tengah, 54262;17/07/2019 09.21;4;REG;16/07/2019 20.09
1982;INV-100001982;1252;42000;1592800;1538000;131959;Jalan W No. 92, Kel Kemranggen, Kec Bruno, Kab Kabupaten Purworejo Jawa Tengah, 54261;18/07/2019 09.27;2;REG;17/07/2019 06.28
1984;INV-100001984;5807;126000;2717000;2560000;163295;Jalan F No. 115, Kel Gagaan, Kec Kunduran, Kab Kabupaten Blora Jawa Tengah, 58255;18/07/2019 12.04;3;REG;17/07/2019 17.38
1986;INV-100001986;1332;54000;6567000;5970000;103177;Jalan Z No. 78, Kel Jeruksoksok, Kec Binakal, Kab Kabupaten Bondowoso Jawa Timur, 68251;18/07/2019 16.48;3;REG;17/07/2019 05.27
1988;INV-100001988;1850;42000;3245000;2950000;12949;Jalan M No. 123, Kel Ciptamarga, Kec Jayakerta, Kab Kabupaten Karawang Jawa Barat, 41352;18/07/2019 16.32;4;REG;17/07/2019 21.35
1990;INV-100001990;1680;42000;10257500;10150000;48467;Jalan B No. 23, Kel Dawuhan, Kec Padamara, Kab Kabupaten Purbalingga Jawa Tengah, 53372;18/07/2019 12.52;3;REG;17/07/2019 16.41
